Prefix,Name
2001:7FA:2:50BA:0:0:0:0/64,IIX-JI ipv6
2001:7FA:2:5:0:0:0:0/64,IIX-Jakarta ipv6
2001:7FA:3:5F44:0:0:0:0/64,CHIX
2001:7FA:3:B0DF:0:0:0:0/48,HIXv6
2001:7FA:3:CA07:0:0:0:0/64,WIX v6
2001:7FA:4:C0CB:0:0:0:0/64,APE
2001:7FA:6:0:0:0:0:0/48,VNIX-HN v6
2001:7FA:7:2:0:0:0:0/64,JPNAP Osaka ipv6
2001:7FA:7:4:0:0:0:0/64,JPNAP Fukuoka v6
2001:7FA:8:0:0:0:0:0/64,KINX-IPV6
2001:7FA:9:0:0:0:0:0/64,PIPE Brisbane v6
2001:7FA:B:0:0:0:0:0/64,PIPE Sydney v6
2001:7FA:C:0:0:0:0:0/64,PIPE Adelaide v6
2001:7FA:E:0:0:0:0:0/64,PIPE Melbourne v6
2001:7FA:F:0:0:0:0:0/48,OpenIXP ipv6
2001:7f8:16::/64,SMILE
2001:7f8:34::/64,OuestIX v6
2001:7f8:81::/64,AuvernIX v6
2001:7f8:92::/64,BREM-IX v6
2001:7f8:9e::/64,DE-CIX Dusseldorf v6
2001:7f8:bd::/64,Equinix Frankfurt v6
2001:7f8:d:100::/64,Netnod Gothenburg
2001:7f8:e::/64,NDIX
2001:C38:8000:0:0:0:0:0/64,THIX - v6
2001:DB8:0:0:0:0:0:0/64,CIVIX ipv6
2001:DE8:10:0:0:0:0:0/48,MyIX v6
2001:DE8:11:3:0:0:0:0/64,BIX Jakarta ipv6
2001:DE8:12:100:0:0:0:0/64,SGIX IPv6
2001:DE8:17:0:0:0:0:0/48,Pacific-IX v6
2001:DE8:1:0:0:0:0:0/64,NIXI Delhi v6
2001:DE8:1:2:0:0:0:0/64,NIXI Chennai ipv6
2001:DE8:1:4:0:0:0:0/64,NIXI Bangalore ipv6
2001:DE8:1:5:0:0:0:0/64,NIXI Kolkata ipv6
2001:DE8:1:6:0:0:0:0/64,NIXI Hyderabad ipv6
2001:DE8:1D:0:0:0:0:0/64,CNX-v6-1
2001:DE8:3:0:0:0:0:0/48,VNIX-DN v6
2001:DE8:4:0:0:0:0:0/64,Equinix Singapore IBX
2001:DE8:5:0:0:0:0:0/64,Equinix Tokyo
2001:DE8:5:1:0:0:0:0/64,Equinix Osaka v6
2001:DE8:6:0:0:0:0:0/64,Equinix Sydney
2001:DE8:6:1:0:0:0:0/64,Equinix Melbourne ipv6
2001:DE8:6:2:0:0:0:0/64,Equinix Perth ipv6
2001:DE8:7:0:0:0:0:0/64,Equinix Hong Kong ipv6
2001:DE8:7:1:0:0:0:0/64,Equinix-Seoul-v6
2001:DE8:8:0:0:0:0:0/64,JPIX IPv6-IX
2001:DE8:8:6:0:0:0:0/64,JPIX Osaka ipv6
2001:DE8:8:9:0:0:0:0/64,JPIX Fukuoka-v6
2001:DE8:A:0:0:0:0:0/48,VNIX-HCM v6
2001:DE8:C000:0:0:0:0:0/48,AMR-IX ipv6
2001:DE8:C:0:0:0:0:0/64,BBIX Tokyo v6
2001:DE8:C:2:0:0:0:0/48,BBIX
2001:DE8:C:4:0:0:0:0/64,BBIX-v6
2001:DE8:D:0:0:0:0:0/64,SOX
2001:DE9:0:0:0:0:0:0/64,colocix_v6
2001:DE9:4000:0:0:0:0:0/64,MARIIX v6
2001:DEA:0:10:0:0:0:0/64,MegaIX Sydney ipv6
2001:DEA:0:20:0:0:0:0/64,MegaIX Brisbane v6
2001:DEA:0:30:0:0:0:0/64,MegaIX Melbourne ipv6
2001:DEA:0:40:0:0:0:0/64,MegaIX Auckland ipv6
2001:DEA:0:50:0:0:0:0/64,MegaIX Perth ipv6
2001:DEA:4000:0:0:0:0:0/64,BIX v6
2001:DEB:0:671:0:0:0:0/64,BKNIX_IPv6
2001:DEB:0:68:0:0:0:0/64,BKNIX v6
2001:DEC:0:1:0:0:0:0/64,VIXv6
2001:DEC:4000:0:0:0:0:0/64,Equinix Mumbai ipv6
2001:DEC:C000:0:0:0:0:0/64,MVIX-v6
2001:DED:0:0:0:0:0:0/48,Megaport Singapore v6
2001:DED:8000:0:0:0:0:0/48,IIFON IX v6
2001:DEE:8000:2:0:0:0:0/64,CHC-IX ipv6
2001:DEF:0:0:0:0:0:0/48,MegaIX Hong Kong v6
2001:DEF:8000:0:0:0:0:0/64,NPIX 2 v6
2001:DEF:C001:0:0:0:0:0/64,Guam-IX-v6
2001:DF0:296:0:0:0:0:0/64,AMS-IX Hong Kong ipv6
2001:DF0:680:0:0:0:0:0/64,EdgeIX - Darwin ipv6
2001:DF0:680:11:0:0:0:0/64,EdgeIX - Auckland v6
2001:DF0:680:1:0:0:0:0/64,EdgeIX - Hobart v6
2001:DF0:680:2:0:0:0:0/64,EdgeIX - Adelaide v6
2001:DF0:680:3:0:0:0:0/64,EdgeIX - Perth v6
2001:DF0:680:4:0:0:0:0/64,EdgeIX - Brisbane v6
2001:DF0:680:5:0:0:0:0/64,EdgeIX - Sydney v6
2001:DF0:680:6:0:0:0:0/64,EdgeIX - Melbourne v6
2001:DF0:B1:100:0:0:0:0/64,C2IX ipv6
2001:DF1:D440:1:0:0:0:0/64,EdgeNXT v6
2001:DF1:D440:2:0:0:0:0/64,EdgeNXT v6
2001:DF2:1900:1:0:0:0:0/64,Extreme IX Delhi ipv6
2001:DF2:1900:2:0:0:0:0/64,Extreme-IX Mumbai ipv6
2001:DF2:1900:3:0:0:0:0/64,Extreme IX Chennai ipv6
2001:DF2:1900:4:0:0:0:0/64,Extreme IX Hyderabad ipv6
2001:DF2:1900:5:0:0:0:0/64,Extreme IX Kolkata ipv6
2001:DF2:1900:7:0:0:0:0/64,Extreme IX Bangalore
2001:DF2:6080:E:0:0:0:0/64,Noakhali-IX v6
2001:DF2:B940:0:0:0:0:0/64,PIE Karachi ipv6
2001:DF2:F680:300:0:0:0:0/64,CIX Australia - v6
2001:DF3:1300:0:0:0:0:0/64,MMIX v6
2001:DF3:1300:2:0:0:0:0/64,MMIX_ MDL_IPv6
2001:DF3:4600:7597:0:0:0:0/64,IIX-Bali ipv6
2001:DF3:D680:0:0:0:0:0/64,BDIX v6
2001:DF4:F780:0:0:0:0:0/64,Packet IX v6
2001:DF6:1A80:0:0:0:0:0/64,Borneo-IX-v6
2001:DF6:480:0:0:0:0:0/64,JBIX v6
2001:DF6:7900:0:0:0:0:0/64,REDIX Chennai ipv6
2001:DF7:2300:100:0:0:0:0/64,AIX-BD v6
2001:DF7:3400:0:0:0:0:0/64,IIX-Jabar ipv6
2001:DF7:6500:1:0:0:0:0/64,BBIX (Thailand) v6
2001:E48:44:100B:0:0:0:0/64,AMS-IX Mumbai ipv6
2001:de8:1:1::/64,NIXI Mumbai v6
2067:F790:100:0:0:0:0:0/64,DET-IX IPv6
2400:1560:6:0:0:0:0:0/64,IRIX-v6
2400:5F60:0:8:0:0:0:0/64,SHIXP-v6
2400:6280:2:0:0:0:0:0/64,SYMPHONY THAI - IX v6
2400:9C80:0:171:0:0:0:0/64,CloudXchange-v6
2400:9C80:0:173:0:0:0:0/64,CXC-IX Jakarta ipv6
2400:9C80:4:130:0:0:0:0/64,CXC-IX Sudabaya ipv6
2400:D180:67:0:0:0:0:0/64,DE-CIX Delhi ipv6
2400:D180:68:0:0:0:0:0/64,DE-CIX Chennai ipv6
2400:D180:69:0:0:0:0:0/64,DE-CIX Kolkata ipv6
2400:EFA0:0:0:0:0:0:0/64,MHK-IX ipv6
2401:3FA0:0:0:0:0:0:0/64,INIXP Asia
2401:7500:FFF6:0:0:0:0:0/64,Mumbai IX ipv6
2401:91E0:31:0:0:0:0:0/64,AIX ipv6
2401:A320:0:0:0:0:0:0/64,OMNI-IX BATAM v6
2401:D600:0:AA:0:0:0:0/64,MISPA-IXP-v6
2401:EE00:58:500:0:0:0:0/64,CitraIX ipv6
2401:EE00:58:501:0:0:0:0/64,CitraIX ipv6
2401:EE00:58:502:0:0:0:0/64,CitraIX ipv6
2401:FDC0:0:0:0:0:0:0/64,GetaFIX Manila ipv6
2401:FDC0:0:1:0:0:0:0/64,GetaFIX-Cebu-v6
2402:A800:FFF0:0:0:0:0:0/64,Echigo-IX v6
2402:AC00:DE00:DE00:0:0:0:0/64,EPIX Jakarta ipv6
2402:D680:1000:4:0:0:0:0/64,BatamIX Jakarta ipv6
2403:2400:1100:0:0:0:0:0/64,IAIX v6
2403:4AC0:0:0:0:0:0:0/64,DE-CIX Malaysia-IPv6
2403:4AC0:1:0:0:0:0:0/64,DE-CIX-KL-v6
2403:4AC0:2:0:0:0:0:0/64,DE-CIX Johor Bahru-IPv6
2403:C780:A800:BB00:0:0:0:0/64,Asia Smart IX [BBIX Asia] v6
2403:C780:B800:BB00:0:0:0:0/64,BBIX Hong Kong v6
2404:2C00:FFFF:E:0:0:0:0/64,npIXv6
2404:2F80:206:0:0:0:0:0/64,ILIX ipv6
2404:4A00:6501:0:0:0:0:0/64,JasTel IX - v6
2404:B0:13:A:0:0:0:0/64,CSL Thai-IX Malaysia v6
2404:B0:13:C:0:0:0:0/64,CSL Thai-IX Bangkok v6
2404:C000:4004:0:0:0:0:0/64,MC-IX ipv6
2404:C8:0:A:0:0:0:0/64,JKT-IX ipv6
2404:F4C0:F70E:1980:0:0:0:0/64,PoemaIX v6
2405:3B00:0:0:0:0:0:0/64,CHN IX ipv6
2405:4000:3000:1:0:0:0:0/64,TRUE-IX - v6
2405:84C0:FF59:2222:0:0:0:0/64,IXPMOE-v6
2405:AAC0:212:0:0:0:0:0/64,BatamIX-Batam ipv6
2405:E100:3:0:0:0:0:0/64,ANI-IX ipv6
2406:5340:0:0:0:0:0:0/64,NNIX v6
2406:7040:706:74:0:0:0:0/64,UNY-IX ipv6
2406:D400:1:133:203:163:222:0/111,TPIX v6
2407:77C0:DE:0:0:0:0:0/64,Digital Edge v6
2407:840:1:800:0:0:0:0/64,ISPAB-NIX v6
2407:8F40:0:0:0:0:0:0/64,CNIXP (Qianhai) ipv6
2602:FB05:1:0:0:0:0:0/64,MWestIX_v6
2602:FB78:0:0:0:0:0:0/64,SKNIX-v6
2602:FC3C:200:0:0:0:0:0/64,TheSCAX IPv6 peering subnet
2602:FCF6:1:0:0:0:0:0/64,RO-CIX v6
2602:FED2:FF1:0:0:0:0:0/64,Gig IX Ashburn v6
2602:FFA9:E748:E515:0:0:0:0/64,DACS-IX-Central-v6
2602:FFA9:E748:E516:0:0:0:0/64,DACS-IX-West-v6
2602:FFA9:E:12:1:0:0:0/116,DACS-IX East
2602:FFB1:4000:0:0:0:0:0/48,UNMETERED IX v6
2602:FFF8:0:510:0:0:0:0/64,SOAX-v6
2605:6C00:303:303:0:0:0:0/64,Any2 Denver IPv6
2606:7C80:3375:50:0:0:0:0/64,DRF IX v6
2606:A980:0:3:0:0:0:0/64,Megaport IX Ashburn v6
2606:A980:0:4:0:0:0:0/64,MegaIX Seattle v6
2606:A980:0:5:0:0:0:0/64,Megaport IX Los Angeles v6
2606:A980:0:7:0:0:0:0/64,MegaIx Dallas v6
2606:A980:0:8:0:0:0:0/64,MegaIX Toronto v6
2606:A980:0:9:0:0:0:0/64,Megaport Las Vegas v6
2606:E400:241:143:0:0:0:0/64,CM-IX-v6
2620:102:B000:0:0:0:0:0/64,PRIX ipv6
2620:124:2000:0:0:0:0:0/64,NWAX-v6
2620:3B:6000:0:0:0:0:0/64,MEX-IX v6
2800:90:16:0:0:0:0:0/64,IXSAL ipv6
2801:109:0:0:0:0:0:0/64,SUR-IX-v6
2801:11:A800:1:0:0:0:0/64,PIT Bolivia-v6
2801:12:E800:5:0:0:0:0/64,GTIX-v6
2801:135:0:0:0:0:0:0/44,IX CDE
2801:145:0:0:0:0:0:0/64,PIT Honduras ipv6
2801:14:9000:0:0:0:0:0/64,PIT Chile - Santiago - ipv6
2801:155:6:4157:0:0:0:0/64,PIT.GT v6
2801:17:C000:201:0:0:0:0/64,Intered Panama ipv6
2801:18D:0:0:0:0:0:0/64,NAPVE v6
2801:19:7800:2:0:0:0:0/64,PIT-Dominican ipv6
2801:19:7800:8000:0:0:0:0/64,PIT-Dominican ipv6
2801:1A:5800:140:0:0:0:0/64,PIT Colombia-Bogota-v6
2801:1A:5800:141:0:0:0:0/64,PIT Barranquilla
2801:1A:5800:142:0:0:0:0/64,PIT Medellin ipv6
2801:1A:5800:148:0:0:0:0/64,PIT Cali ipv6
2801:1A:5800:149:0:0:0:0/64,PIT Quito IPv6
2801:1B5:1:0:0:0:0:0/64,IX ANDESPARK PERÚ SAC.
2801:1C:2000:0:0:0:0:0/64,NAP Peru ipv6
2801:1C:4800:1:0:0:0:0/64,IXP INFOCOM ipv6
2801:1D:A000:1:0:0:0:0/64,IXP Costa Rica ipv6
2801:1F5:0:0:0:0:0:0/64,STIX.DO ipv6
2801:80:330:0:0:0:0:0/64,UEPG IX v6
2803:30D0:4958:8000:0:0:0:0/64,Patagonia IX v6
2803:3440:9025:0:0:0:0:0/64,PIT MX -v6
2803:3440:9026:0:0:0:0:0/64,PIT Concepcion v6
2803:7450:BA:0:0:0:0:0/64,PIT AR ipv6
2803:CD60:6411:5:0:0:0:0/64,Peru IX Lima ipv6
2803:CD60:6412:8:0:0:0:0/64,Peru IX Arequipa ipv6
2803:CD60:6413:2:0:0:0:0/64,Peru IX Trujillo ipv6
2803:CD60:6414:3:0:0:0:0/64,Peru IX Cusco ipv6
2803:CD60:6414:5:0:0:0:0/64,Peru IX Piura ipv6
2803:CD60:6414:6:0:0:0:0/64,Peru IX Huancayo ipv6
2803:CD80:0:2:0:0:0:0/64,TTIX2 v6
2806:239:0:0:0:0:0:0/64,IXP.MX v6
2806:239:206:0:0:0:0:0/64,QRO IXP
2806:30C:2021:110:0:0:0:0/64,IXSY v6
2806:425:0:0:0:0:0:0/64,NIX Monterrey_v6
2A00:1B30:0:0:0:0:0:0/64,W-IX v6
2A00:7160:5:0:0:0:0:0/64,SR-IX-v6
2A00:8422:AE5:0:0:0:0:0/64,AMS-IX Singapore
2A01:7640:9400:0:0:0:0:0/64,KazNIX
2A02:23A0:1111:9999:0:0:0:0/64,NIXVAL-IX v6
2A02:D10:80:0:0:0:0:0/64,Balcan-IX v6
2A03:9D41:7:0:0:0:0:0/64,JumboIX Lima ipv6
2A05:5840:0:FFFF:0:0:0:0/64,Crimea-IX v6
2A07:8780:6E:0:0:0:0:0/64,PSIX v6
2A07:8780:FFFF:1:0:0:0:0/64,PSIX ipv6
2A09:C040:0:0:0:0:0:0/116,ITI-IX v6
2A0A:C743:1:0:0:0:0:0/64,OM-IX ipv6
2A0B:9FC0:1:0:0:0:0:0/64,SFO-IX v6
2A0C:3B80:415F:0:0:0:0:0/48,4b42 IXP v6
2A0C:5D80:0:0:0:0:0:0/64,SNS-IX v6
2A0C:B641:700:0:0:0:0:0/64,NLocIX v6
2A0C:B641:701:0:0:0:0:0/64,LocIX Dusseldorf v6
2A0C:C9C0:0:0:0:0:0:0/64,ix.kw IPv6
2A0D:E180:0:0:0:0:0:0/64,Eurasia Peering IX V6
2A0E:8F00:FDDD:0:0:0:0:0/64,ARIX-v6
2A0E:B107:B7B:0:0:0:0:0/64,IX 42
2A0E:B107:F21:0:0:0:0:0/64,HamroIX-Amsterdam-v6
2A0E:B107:F22:0:0:0:0:0/64,HamroIX-Rome ipv6
2A0F:5707:FFE3:0:0:0:0:0/64,STUIX v6
2A0F:607:1070:0:0:0:0:0/64,Lambda IX-v6
2A10:1100:0:0:0:0:0:0/64,AqabaIX-IPv6
2A10:F780:0:0:0:0:0:0/64,EPIX.Poznan v6
2A10:FA42:0:6:0:0:0:0/64,Iraq-IXP ipv6
2A10:FA80:56:0:0:0:0:0/48,DSIX v6
2C0F:F048:0:0:0:0:0:0/64,CGIX-BZV ipv6
3FFE:501:0:1800:200:F8FF:FE1F:7490,NSPIXP-6
7F8:3A:E201:0:0:0:0:0/64,OCIX Duesseldorf
7F8:3A:E202:0:0:0:0:0/64,OCIX Frankfort
FDEF:44AD:F2B0:7F59:0:0:0:0/64,FURB IX v6
